id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,country_id,state_id,region_id,location_tour32,status,cid_primarix,id_primarix
868,Okavango Pan Handle & Tsodilo Hills,Okavango Pan Handle & Tsodilo Hills,Okavango Pan Handle & Tsodilo Hills,Okavango Pan Handle & Tsodilo Hills,5,,124,2474,active,,
869,Omapere,Omapere,Omapere,Omapere,188,,,2566,active,,
870,,Oongkalkada Wilderness Camp,,,186,,,,active,,82198
871,Ootu Beach,Ootu Beach,Ootu Beach,Ootu Beach,190,1,2,25,active,,
872,Opoa Beach,Opoa Beach,Opoa Beach,Opoa Beach,192,64,115,2017,active,,
873,Opua,Opua,Opua,Opua,188,51,99,1756,active,,
874,Orewa,Orewa,Orewa,Orewa,188,51,7,1760,active,,
875,Orlando,Orlando,Orlando,Orlando,184,16,,,active,,121804
876,Orpheus Island,Orpheus Island,Orpheus Island,Orpheus Island,186,63,42,1765,active,,
877,Ort des Depots,Ort des Depots,Ort des Depots,Ort des Depots,,8,,,active,,
878,Osaka,Osaka,Osaka,Osaka,61,,,1766,active,,4141
879,Osterinsel,Osterinsel,Osterinsel,Paaseiland,172,,,,in review,,3806
880,Ostküste,Ostküste,Ostküste,Ostküste,51,,105,1449,in review,,
881,Otea,Otea,Otea,Otea,202,94,,2530,active,,
882,Otjiwarongo,Otjiwarongo,Otjiwarongo,Otjiwarongo,28,,127,1776,active,,
883,Otorhanga,Otorhanga,Otorhanga,Otorhanga,188,51,22,2568,active,,
884,Oudtshoorn,Oudtshoorn,Oudtshoorn,Oudtshoorn,37,99,39,1780,active,,
885,Ouvea,Ouvea,Ouvea,Ouvea,196,29,,1784,active,,
886,Owhango,Owhango,Owhango,Owhango,188,51,22,1785,active,,
887,Oyster Bay,Oyster Bay,Oyster Bay,Oyster Bay,37,10,39,1786,active,,
888,,Pa Harakeke,,,188,,,,active,,115253
889,Paarl,Paarl,Paarl,Paarl,37,,157,1789,active,,
890,Pacific Harbour,Pacific Harbour,Pacific Harbour,Pacific Harbour,191,96,154,2554,active,,
891,,Padang,,,60,,,,active,,57740
892,Paihia,Paihia,Paihia,Paihia,188,51,99,1798,active,,3354
893,Paihia / Cape Reinga,Paihia / Cape Reinga,Paihia / Cape Reinga,Paihia / Cape Reinga,188,,,,active,,
894,,Pakse,Pakse,,66,,,,active,,4119
895,"Palermo Soho, Buenos Aires","Palermo Soho, Buenos Aires","Palermo Soho, Buenos Aires","Palermo Soho, Buenos Aires",169,,,278,active,,
896,Palm Cove,Palm Cove,Palm Cove,Palm Cove,186,63,150,305,active,,5906
897,Palmar,Palmar,Palmar,Palmar,51,,105,1449,active,,
898,Palmerston North,Palmerston North,Palmerston North,Palmerston North,188,,,,active,,
899,,Palmwag Lodge,,,105,,,,active,,3536
900,Palomino,Palomino,Palomino,Palomino,176,71,56,1810,active,,
901,Panama Beach,Panama Beach,Panama Beach,Panama Beach,161,,,,active,,
902,Panama-City,Panama City,Panama City,Panama-City,168,,108,,active,,121929
903,Pangkor Laut,Pangkor Laut,Pangkor Laut,Pangkor Laut,68,,162,1813,active,,
904,Papeete,Papeete,Papeete,Papeete,192,83,144,2347,active,,3498
905,Papetoai,Papetoai,Papetoai,Papetoai,192,44,84,1548,active,,
906,Sydney,Paracas,Paracas,Paracas,178,60,140,1817,active,,103126
907,Parachilna,Parachilna,Parachilna,Parachilna,186,77,35,665,active,,
908,Paraparaumu,Paraparaumu,,Paraparaumu,188,,,,active,,21541
909,Paraparaumu (Kapiti Coast),Paraparaumu (Kapiti Coast),Paraparaumu (Kapiti Coast),Paraparaumu (Kapiti Coast),188,51,159,1819,active,,
910,Paraparaumu Beach,Paraparaumu Beach,Paraparaumu Beach,Paraparaumu Beach,188,,,1819,active,,
911,Paro,Paro,Paro,Paro,55,,,1823,active,,122144
912,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,172,,,140,active,,
913,Paternoster,Paternoster,Paternoster,Paternoster,37,,132,1831,active,,
914,Patio,Patio,Patio,Patio,192,82,143,2346,active,,
915,Pauanui,Pauanui,Pauanui,Pauanui,188,51,22,478,active,,
916,Pauanui Beach,Pauanui Beach,Pauanui Beach,Pauanui Beach,188,51,22,478,active,,
917,Paynesville,Paynesville,Paynesville,Paynesville,186,95,134,1836,active,,
918,Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),Peka Peka (Kapiti Coast),188,51,159,1819,active,,
919,Peking,Peking,Peking,Peking,57,,,1838,active,,36758
920,Pemba Island,Pemba Island,Pemba Island,Pemba Island,38,,,1841,active,,
921,Pemberton,Pemberton,Pemberton,Pemberton,186,98,142,1842,active,,
922,,Penneshaw,,,186,,,,active,,84124
923,Peregian Beach,Peregian Beach,Peregian Beach,Peregian Beach,186,63,130,1693,active,,
924,Pereybere,Pereybere,Pereybere,Pereybere,51,,91,1449,active,,
925,"Perhentian Island, Terengganu","Perhentian Island, Terengganu","Perhentian Island, Terengganu","Perhentian Island, Terengganu",68,,75,1851,active,,
926,Perth,Perth,Perth,Perth,186,98,135,1854,active,,3335
927,"Perth, Bellevue","Perth, Bellevue","Perth, Bellevue","Perth, Bellevue",,98,,,active,,
928,"Perth, Belmont (Airport)","Perth, Belmont (Airport)","Perth, Belmont (Airport)","Perth, Belmont (Airport)",186,98,135,1854,active,,
929,"Perth, High Wycombe","Perth, High Wycombe","Perth, High Wycombe","Perth, High Wycombe",186,98,,,active,,
930,"Perth, Redcliffe","Perth, Redcliffe","Perth, Redcliffe","Perth, Redcliffe",186,98,,,active,,
931,"Perth, Scarborough","Perth, Scarborough","Perth, Scarborough","Perth, Scarborough",186,98,135,1854,active,,
932,Perth-Balcatta,Perth-Balcatta,Perth-Balcatta,Perth-Balcatta,186,98,,,active,,
933,Perth-Kewdale,Perth-Kewdale,Perth-Kewdale,Perth-Kewdale,186,98,,,active,,
934,Perth-Welshpool,Perth-Welshpool,Perth-Welshpool,Perth-Welshpool,186,98,,,active,,
935,Petermann,Petermann,Petermann,Petermann,186,55,119,1096,active,,
936,Peyreybere,Peyreybere,Peyreybere,Peyreybere,51,,91,1449,active,,
937,Phalaborwa,Phalaborwa,Phalaborwa,Phalaborwa,37,35,64,1858,active,,
938,Phan Thiet,Phan Thiet,Phan Thiet,Phan Thiet,83,,89,1859,active,,
939,Phan Thiet (Binh Thuan),Phan Thiet (Binh Thuan),Phan Thiet (Binh Thuan),Phan Thiet (Binh Thuan),83,,89,1859,active,,
940,"Phillip Island, Cowes","Phillip Island, Cowes","Phillip Island, Cowes","Phillip Island, Cowes",186,95,134,1862,active,,
941,"Phillip Island, Rhyll","Phillip Island, Rhyll","Phillip Island, Rhyll","Phillip Island, Rhyll",186,95,134,1862,active,,
942,"Phillip Island, Smiths Beach","Phillip Island, Smiths Beach","Phillip Island, Smiths Beach","Phillip Island, Smiths Beach",186,95,134,1862,active,,
943,Phnom Penh,Phnom Penh,Phnom Penh,Phnom Penh,62,,,1864,active,,4117
944,,Phoenix,,,184,,,,active,,121458
945,Phu Quoc,Phu Quoc,Phu Quoc,Phu Quoc,83,,112,1868,in review,,
946,,Phuket,Phuket,Siem Reap,79,,,,in review,,4121
947,"Phuket, Bang Tao Beach","Phuket, Bang Tao Beach","Phuket, Bang Tao Beach","Phuket, Bang Tao Beach",79,,113,1869,active,,
948,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,Phuthaditjhaba,37,,27,571,active,,
949,Pialba,Pialba,Pialba,Pialba,186,63,,,active,,
950,Picton,Picton,Picton,Picton,188,81,78,1872,active,,21542
951,Piet Retief,Piet Retief,Piet Retief,Piet Retief,37,45,132,1874,active,,
952,Pinegowrie,Pinegowrie,Pinegowrie,Pinegowrie,37,,,,active,,
953,Pirae,Pirae,Pirae,Pirae,192,83,144,2347,active,,
954,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,49,,,1177,active,,
955,Piton des Neiges,Piton des Neiges,Piton des Neiges,Piton des Neiges,49,,,430,active,,
956,Playa del Carmen,Playa del Carmen,Playa del Carmen,Playa del Carmen,166,,164,,active,,121955
957,Playa del Coco,Playa del Coco,Playa del Coco,Playa del Coco,161,,,,active,,
958,Playa Esmeralda,Playa Esmeralda,Playa Esmeralda,Playa Esmeralda,162,,104,809,active,,
959,Playa Hermosa,Playa Hermosa,Playa Hermosa,Playa Hermosa,161,,,,active,,
960,Playa Tamarindo,Playa Tamarindo,Playa Tamarindo,Playa Tamarindo,161,,,,active,,
961,Playas,Playas,Playas,Playas,173,,,1893,active,,
962,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,Plettenberg Bay,37,,39,1894,active,,
963,Poconé,Poconé,Poconé,Poconé,171,,110,503,active,,
964,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,51,,91,1449,active,,
965,Pointe aux Canonnier,Pointe aux Canonnier,Pointe aux Canonnier,Pointe aux Canonnier,51,,95,1449,active,,
966,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,51,,91,1449,active,,
967,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,51,,95,1449,active,,
968,Pointe de Flacq,Pointe de Flacq,Pointe de Flacq,Pointe de Flacq,51,,105,,active,,
969,Poipu,Poipu,Poipu,Poipu,184,23,,,active,,
970,Poipu Beach,Poipu Beach,Poipu Beach,Poipu Beach,184,23,57,,active,,
971,"Pokeno, Auckland","Pokeno, Auckland","Pokeno, Auckland","Pokeno, Auckland",188,,,,active,,
972,Pokolbin,Pokolbin,Pokolbin,Pokolbin,186,49,128,915,active,,
973,"Pomon, Kempton Park","Pomon, Kempton Park","Pomon, Kempton Park","Pomon, Kempton Park",28,18,,,active,,
974,"Pomona, Kempton Park, Johannesburg","Pomona, Kempton Park, Johannesburg","Pomona, Kempton Park, Johannesburg","Pomona, Kempton Park, Johannesburg",37,18,,,active,,
975,Pongola,Pongola,Pongola,Pongola,37,33,169,1904,active,,
976,"Ponoma, Kempton Park","Ponoma, Kempton Park","Ponoma, Kempton Park","Ponoma, Kempton Park",37,18,,,active,,
977,Ponta Mamoli,Ponta Mamoli,Ponta Mamoli,Ponta Mamoli,27,,,1906,active,,
978,Port Alfred,Port Alfred,Port Alfred,Port Alfred,37,10,39,1909,active,,
979,Port Arthur,Port Arthur,Port Arthur,Port Arthur,186,85,133,1911,active,,
980,Port Augusta,Port Augusta,Port Augusta,Port Augusta,186,77,131,1912,active,,
981,Port Boise,Port Boise,Port Boise,Port Boise,196,19,,1915,active,,
982,Port Campbell,Port Campbell,Port Campbell,Port Campbell,186,95,43,1916,active,,
983,Port Denarau,Port Denarau,Port Denarau,Port Denarau,191,,,,active,,
984,Port Douglas,Port Douglas,Port Douglas,Port Douglas,186,63,150,1917,active,,3349
985,Johannesburg,Port Elizabeth,Port Elizabeth,Johannesburg,37,,,,active,,3518
986,Port Fairy,Port Fairy,Port Fairy,Port Fairy,186,95,43,1921,active,,
987,Port Hedland,Port Hedland,Port Hedland,Port Hedland,186,98,162,1923,active,,
988,Port Lincoln,Port Lincoln,Port Lincoln,Port Lincoln,186,77,131,1925,active,,6211
989,Port Macquarie,Port Macquarie,Port Macquarie,Port Macquarie,186,49,128,1926,active,,
990,Port Moresby,Port Moresby,Port Moresby,Port Moresby,198,,,,active,,5232
991,"Port of Airlie, Airlie Beach","Port of Airlie, Airlie Beach","Port of Airlie, Airlie Beach","Port of Airlie, Airlie Beach",186,63,,,active,,
992,Port Vila,Port Vila,Port Vila,Port Vila,204,11,,600,active,,3510
993,,Portland,,,184,,,,active,,121728
994,Poste de Flacq,Poste de Flacq,Poste de Flacq,Poste de Flacq,51,,105,1449,active,,
995,Poste Lafayette,Poste Lafayette,Poste Lafayette,Poste Lafayette,51,,105,1449,active,,
996,Praia do Barra,Praia do Barra,Praia do Barra,Praia do Barra,27,,,1949,active,,
997,Praia do Forte,Praia do Forte,Praia do Forte,Praia do Forte,171,,,1948,active,,
998,Praia do Tofo,Praia do Tofo,Praia do Tofo,Praia do Tofo,27,,,1949,active,,
999,Praslin,Praslin,Praslin,Praslin,52,,,1950,active,,3538
1000,Pretoria,Pretoria,Pretoria,Pretoria,37,18,132,1952,active,,3512
1001,Princeville,Princeville,Princeville,Princeville,184,23,,,active,,
1002,"Providenzia, Santiago de Chile","Providenzia, Santiago de Chile","Providenzia, Santiago de Chile","Providenzia, Santiago de Chile",172,,,2169,active,,
1003,Puerto Carrillo,Puerto Carrillo,Puerto Carrillo,Puerto Carrillo,161,20,90,2123,active,,
1004,Puerto Iguazu,Puerto Iguazu,Puerto Iguazu,Puerto Iguazu,169,,,1968,active,,
1005,"Puerto Madero, Buenos Aires","Puerto Madero, Buenos Aires","Puerto Madero, Buenos Aires","Puerto Madero, Buenos Aires",169,,,278,active,,
1006,,Puerto Madryn,Puerto Madryn,,169,,,,active,,121796
1007,Puerto Maldonado,Puerto Maldonado,Puerto Maldonado,Puerto Maldonado,178,,,1972,active,,
1008,,Puerto Montt,Puerto Montt,Puerto Montt,172,,,,active,,3803
1009,Puerto Natales,Puerto Natales,Puerto Natales,Puerto Natales,172,,111,1975,active,,60637
1010,Puerto Varas,Puerto Varas,Puerto Varas,Puerto Varas,172,,123,1979,active,,119582
1011,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,161,,17,1980,active,,
1012,Pulau Tioman Island,Pulau Tioman Island,Pulau Tioman Island,Pulau Tioman Island,68,,75,2421,active,,
1013,Punaauia,Punaauia,Punaauia,Punaauia,192,83,144,2347,active,,
1014,Punakaiki,Punakaiki,Punakaiki,Punakaiki,188,81,160,1983,active,,
1015,Puno,Puno,Puno,Puno,178,,148,1985,active,,3816
1016,Puno - Lake Titicaca,Puno - Lake Titicaca,Puno - Lake Titicaca,Puno - Lake Titicaca,178,,,1985,active,,
1017,Punta Arenas,Punta Arenas,Punta Arenas,Punta Arenas,172,,111,1986,active,,3796
1018,Pureora - Benneydale,Pureora - Benneydale,Pureora - Benneydale,Pureora - Benneydale,188,,,,active,,
1019,Purnululu Nationalpark,Purnululu Nationalpark,Purnululu Nationalpark,Purnululu Nationalpark,186,98,59,286,active,,
1020,"Puyuhuapi, Aysen","Puyuhuapi, Aysen","Puyuhuapi, Aysen","Puyuhuapi, Aysen",172,,,140,active,,
1021,Pyrmont,Pyrmont,Pyrmont,Pyrmont,186,49,,,active,,
1022,Qamea Island,Qamea Island,Qamea Island,Qamea Island,191,,146,1995,active,,
1023,Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),Queen Charlotte Sound (Marlborough),188,81,78,2003,active,,
1024,Queenstown,Queenstown,Queenstown,Queenstown,188,81,106,2005,active,,3363
1025,Queenstown Airport,Queenstown Airport,Queenstown Airport,Queenstown Airport,188,,,,active,,
1026,Queenstown-Frankton,Queenstown-Frankton,Queenstown-Frankton,Queenstown-Frankton,188,,,,active,,
1027,,Quepos,Quepos,Quepos,161,,,,active,,121976
1028,"Quetroleufu, Pucon","Quetroleufu, Pucon","Quetroleufu, Pucon","Quetroleufu, Pucon",172,,,1964,active,,
1029,Quito,Quito,Quito,Quito,173,,114,2012,active,,3821
1030,,Québec,,,182,,,,active,,121465
1031,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,Qwabi Private Game Reserve,37,,132,2585,active,,
1032,Raa Atoll,Raa Atoll,Raa Atoll,Raa Atoll,50,,,1360,active,,
1033,,Rabaul,,,105,,,,active,,5234
1034,Raiatea,Raiatea,Raiatea,Raiatea,192,,,2017,active,,66531
1035,Rainbow Beach,Rainbow Beach,Rainbow Beach,Rainbow Beach,186,63,130,2018,active,,37129
1036,Rakiraki,Rakiraki,Rakiraki,Rakiraki,191,96,154,2554,active,,
1037,Rangiroa,Rangiroa,Rangiroa,Rangiroa,192,91,116,2026,active,,3499
1038,Ranohira,Ranohira,Ranohira,Ranohira,22,,,2027,active,,
1039,,Rapid City,,,184,,,,active,,121814
1040,Rarotonga,Rarotonga,Rarotonga,Rarotonga,190,,117,,active,,3503
1041,Rawnsley Park,Rawnsley Park,Rawnsley Park,Rawnsley Park,186,77,35,665,active,,
1042,,Recife,,Punta Arenas,171,,,,active,,60638
1043,"Redang Island, Kuala Terengganu","Redang Island, Kuala Terengganu","Redang Island, Kuala Terengganu","Redang Island, Kuala Terengganu",68,,75,2035,active,,
1044,Rincon del Mar,Rincon del Mar,Rincon del Mar,Rincon del Mar,176,,62,2051,active,,
1045,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,171,,118,2052,in review,,3825
1046,Riviera Pacifica,Riviera Pacifica,Riviera Pacifica,Riviera Pacifica,168,,108,,active,,
1047,Robe,Robe,Robe,Robe,186,77,131,2061,active,,
1048,Robinson Bay,Robinson Bay,Robinson Bay,Robinson Bay,188,81,19,29,active,,
1049,Roches Noires,Roches Noires,Roches Noires,Roches Noires,51,,105,1449,active,,
1050,,Rorschach,,,136,,,,active,,121908
1051,Rotoava,Rotoava,Rotoava,Rotoava,192,15,31,647,active,,
1052,Rotorua,Rotorua,Rotorua,Rotorua,188,51,22,2080,active,,3358
1053,Rottnest Island,Rottnest Island,Rottnest Island,Rottnest Island,186,98,135,2081,active,,
1054,Round Island,Round Island,Round Island,Round Island,52,,,2706,active,,
1055,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,Ruaha Nationalpark,38,,,2083,active,,
1056,Rurutu,Rurutu,Rurutu,Rurutu,192,,,,active,,
1057,Rushcutters Bay,Rushcutters Bay,Rushcutters Bay,Rushcutters Bay,186,49,,,active,,
1058,Russell,Russell,Russell,Russell,188,51,99,2088,active,,
1059,Rye Beach,Rye Beach,Rye Beach,Rye Beach,186,95,134,1552,active,,
1060,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,Sabi Sand Game Reserve,37,45,64,2092,active,,
1061,Saigon,Saigon,Saigon,Saigon,83,,120,2098,active,,4118
1062,Saint Leu,Saint Leu,Saint Leu,Saint Leu,49,,,2107,active,,
1063,Saint Pierre,Saint Pierre,Saint Pierre,Saint Pierre,49,,,2100,active,,
1064,Saint-Benoît,Saint-Benoît,Saint-Benoît,Saint-Benoît,49,,,782,active,,
1065,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,49,,,1181,active,,
1066,Saint-Joseph,Saint-Joseph,Saint-Joseph,Saint-Joseph,49,,,2282,active,,
1067,Saint-Louis,Saint-Louis,Saint-Louis,Saint-Louis,49,,,1056,active,,
1068,Sainte Clotilde,Sainte Clotilde,Sainte Clotilde,Sainte Clotilde,49,,,,active,,
1069,Sainte Marie,Sainte Marie,Sainte Marie,Sainte Marie,22,,,2109,active,,
1070,Sainte-Anne,Sainte-Anne,Sainte-Anne,Sainte-Anne,49,,,2279,active,,
1071,Salazie,Salazie,Salazie,Salazie,49,,,2111,active,,
1072,,Salt Lake City,,,184,,,,active,,121444
1073,Salt Rock,Salt Rock,Salt Rock,Salt Rock,37,,169,139,active,,
1074,Salta,Salta,Salta,Salta,169,,94,2120,active,,6224
1075,Salvador da Bahia,Salvador da Bahia,Salvador da Bahia,Salvador da Bahia,171,,92,2121,active,,3826
1076,Samara,Samara,Samara,Samara,161,,,,active,,
1077,Samborondón - Guayaquil,Samborondón - Guayaquil,Samborondón - Guayaquil,Samborondón - Guayaquil,173,,28,811,active,,
1078,Samburu Nationalreservat,Samburu Nationalreservat,Samburu Nationalreservat,Samburu Nationalreservat,17,,,2127,active,,
1079,,San Antonio,,,,,,,active,,122134
1080,"San Blas, Cusco","San Blas, Cusco","San Blas, Cusco","San Blas, Cusco",178,,25,511,active,,
1081,San Clemente,San Clemente,San Clemente,San Clemente,173,,,,active,,
1082,San Cristobal,San Cristobal,San Cristobal,San Cristobal,211,17,38,2133,active,,3823
1083,San Francisco,San Francisco,San Francisco,San Francisco,184,31,,2137,active,,121437
1084,San Fransisco,San Fransisco,San Fransisco,San Fransisco,184,31,,,active,,
1085,San Gerardo de Dota,San Gerardo de Dota,San Gerardo de Dota,San Gerardo de Dota,161,,,,active,,
1086,San Jose,San Jose,San Jose,San Jose,161,,,,active,,121674
1087,San Jose de Maipo,San Jose de Maipo,San Jose de Maipo,San Jose de Maipo,172,,,2169,active,,
1088,San José,San José,San José,San José,161,70,167,,active,,
1089,Sydney,San Pedro de Atacama,San Pedro de Atacama,San Pedro de Atacama,172,,5,2150,active,,37120
1090,,Sandakan,Sandakan,,68,,,,active,,4126
1091,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,170,17,38,1965,active,,3820
1092,"Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo",27,40,,2164,active,,
1093,,Santa Marta,Santa Marta,,176,,,,active,,121474
1094,Santiago,Santiago,Santiago,Santiago,172,,,,active,,
1095,Santiago de Chile,Santiago de Chile,Santiago de Chile,Santiago de Chile,172,,121,2169,active,,3793
1096,Sanur,Sanur,Sanur,Sanur,60,,,2172,active,,
1097,,Sao Luis,Sao Luis,,171,,,,active,,121472
1098,Sarasota,Sarasota,Sarasota,Sarasota,184,16,,2184,active,,
1099,,Savaii,,,200,,,,active,,122101
1100,Savanne,Savanne,Savanne,Savanne,51,,139,1449,active,,
1101,Savu Savu,Savu Savu,Savu Savu,Savu Savu,191,93,151,2528,active,,
1102,Savuti,Savuti,Savuti,Savuti,5,,122,2194,in review,,
1103,Savuti Kanal,Savuti Kanal,Savuti Kanal,Savuti Kanal,5,,122,2194,active,,
1104,Scamander,Scamander,Scamander,Scamander,186,85,133,,active,,
1105,,Schaffhausen,,,136,,,,active,,121907
1106,Sydney,Schweiz,Schweiz,Nederland,188,,,,in review,,3517
1107,Seattle,Seattle,Seattle,Seattle,184,97,,,active,,121441
1108,Sedgefield,Sedgefield,Sedgefield,Sedgefield,37,,39,1109,active,,
1109,Seeheim,Seeheim,Seeheim,Seeheim,28,,34,658,active,,
1110,Selinda Game Reserve,Selinda Game Reserve,Selinda Game Reserve,Selinda Game Reserve,5,,69,2208,active,,
1111,Selous Game Reserve,Selous Game Reserve,Selous Game Reserve,Selous Game Reserve,38,,,2711,active,,
1112,"Selous, Zimbabwe","Selous, Zimbabwe","Selous, Zimbabwe","Selous, Zimbabwe",46,,,,active,,
1113,Seminyak,Seminyak,Seminyak,Seminyak,60,,,2210,active,,
1114,Sepik Region,Sepik Region,Sepik Region,Sepik Region,198,,,,active,,
1115,Zanzibar,Serengeti,,Serengeti,38,,,,active,,24574
1116,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,Serengeti Nationalpark,38,,,2217,active,,
1117,Sesfontein,Sesfontein,Sesfontein,Sesfontein,28,,127,2219,active,,
1118,,Seward,,,205,,,,active,,121591
1119,,Shanghai,,,57,,,,active,,36759
1120,Shark Bay,Shark Bay,Shark Bay,Shark Bay,186,98,162,1528,active,,
1121,Siem Reap,Siem Reap,Siem Reap,Siem Reap,62,,,2241,active,,4111
1122,Sigatoga,Sigatoga,Sigatoga,Sigatoga,191,,,,active,,
1123,Sigatoka,Sigatoka,Sigatoka,Sigatoka,191,96,154,2554,active,,
1124,"Sihanouk Ville, Cambodia Phnom Penh Office: The Royal Sands Koh Rong Co., Ltd Building No. 60 (Unit 203) - 2nd Floor, Preah Monivong Blvd, Sangkat Wat Phnom, Khan Duan Penh, Phnom Penh, Cambodia.","Sihanouk Ville, Cambodia Phnom Penh Office: The Royal Sands Koh Rong Co., Ltd Building No. 60 (Unit 203) - 2nd Floor, Preah Monivong Blvd, Sangkat Wat Phnom, Khan Duan Penh, Phnom Penh, Cambodia.","Sihanouk Ville, Cambodia Phnom Penh Office: The Royal Sands Koh Rong Co., Ltd Building No. 60 (Unit 203) - 2nd Floor, Preah Monivong Blvd, Sangkat Wat Phnom, Khan Duan Penh, Phnom Penh, Cambodia.","Sihanouk Ville, Cambodia Phnom Penh Office: The Royal Sands Koh Rong Co., Ltd Building No. 60 (Unit 203) - 2nd Floor, Preah Monivong Blvd, Sangkat Wat Phnom, Khan Duan Penh, Phnom Penh, Cambodia.",,,,,active,,
1125,Silhouette Island,Silhouette Island,Silhouette Island,Silhouette Island,52,,,2244,active,,
1126,Simon´s Town,Simon´s Town,Simon´s Town,Simon´s Town,37,99,55,2247,active,,
1127,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,28,,86,2422,active,,
1128,Singapur,Singapur,Singapur,Singapur,75,,,2248,in review,,4128
1129,Siumu,Siumu,Siumu,Siumu,200,92,,2510,active,,
1130,Skelettküste,Skelettküste,Skelettküste,Skelettküste,28,,66,2253,active,,
1131,,Skukuza,Skukuza,,,,,,active,,121330
1132,Solitaire,Solitaire,Solitaire,Solitaire,28,,86,2257,active,,
1133,Somerset West,Somerset West,Somerset West,Somerset West,37,,,,active,,
1134,Sonaisali,Sonaisali,Sonaisali,Sonaisali,191,96,154,2554,active,,
1135,Songimvelo Game Reserveni,Songimvelo Game Reserveni,Songimvelo Game Reserveni,Songimvelo Game Reserveni,37,,132,2260,active,,
1136,Sossusvlei,Sossusvlei,Sossusvlei,Sossusvlei,28,,86,2220,active,,
1137,"South Alligator, Kakadu Nationalpark","South Alligator, Kakadu Nationalpark","South Alligator, Kakadu Nationalpark","South Alligator, Kakadu Nationalpark",186,55,149,1008,active,,
1138,South Ari Atoll,South Ari Atoll,South Ari Atoll,South Ari Atoll,50,76,,1360,active,,
1139,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,South Luangwa Nationalpark,44,,136,2266,active,,
1140,South Townsville,South Townsville,South Townsville,South Townsville,186,63,,,active,,
1141,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,Soutpansberg Mountains,37,35,97,1354,active,,
1142,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,49,,,2281,active,,
1143,"St Helier, Jersey, Channel Islands","St Helier, Jersey, Channel Islands","St Helier, Jersey, Channel Islands","St Helier, Jersey, Channel Islands",186,,,,active,,
1144,St. Denis,St. Denis,St. Denis,Saint-Denis,49,,,2280,active,,3542
1145,St. Felix (B10),St. Felix (B10),St. Felix (B10),St. Felix (B10),51,,139,1449,active,,
1146,St. Francis Bay,St. Francis Bay,St. Francis Bay,St. Francis Bay,37,10,39,2286,active,,
1147,St. Helens,St. Helens,St. Helens,St. Helens,186,85,133,2288,active,,
1148,"St. Helliers, Auckland","St. Helliers, Auckland","St. Helliers, Auckland","St. Helliers, Auckland",188,,,,active,,
1149,,St. John‘s,,,182,,,,active,,121948
1150,St. Kilda,St. Kilda,St. Kilda,St. Kilda,186,95,134,1466,active,,
1151,St. Lucia,St. Lucia,St. Lucia,St. Lucia,37,,169,2295,active,,
1152,Stellenbosch,Stellenbosch,Stellenbosch,Stellenbosch,37,99,157,2304,active,,
1153,Stewart Island,Stewart Island,Stewart Island,Stewart Island,188,81,138,2305,active,,
1154,Storms River Village,Storms River Village,Storms River Village,Storms River Village,37,,39,2473,active,,
1155,Strahan,Strahan,Strahan,Strahan,186,85,133,2311,active,,5904
1156,Sucre,Sucre,Sucre,Sucre,170,,,2318,active,,101926
1157,Sunninghill,Sunninghill,Sunninghill,Sunninghill,37,,,,active,,
1158,Surabaya,Surabaya,Surabaya,Surabaya,60,,,2699,active,,
1159,Suva,Suva,Suva,Suva,191,96,154,2330,active,,
1160,Swakopmund,Swakopmund,Swakopmund,Swakopmund,28,12,66,2332,active,,3534
