id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,country_id,state_id,region_id,location_tour32,status,cid_primarix,id_primarix
102,"Barossa Valley, Tanunda","Barossa Valley, Tanunda","Barossa Valley, Tanunda","Barossa Valley, Tanunda",186,77,131,160,active,,
103,"Barranco, Lima","Barranco, Lima","Barranco, Lima","Barranco, Lima",178,,,1272,active,,
104,"Barrio Brasil, Santiago de Chile","Barrio Brasil, Santiago de Chile","Barrio Brasil, Santiago de Chile","Barrio Brasil, Santiago de Chile",172,,,2169,active,,
105,"Batchelor, Litchfield NP","Batchelor, Litchfield NP","Batchelor, Litchfield NP","Batchelor, Litchfield NP",186,55,149,1279,active,,
106,Bay of Islands,Bay of Islands,Bay of Islands,Bay of Islands,188,,,,active,,
107,Bazaruto Archipel,Bazaruto Archipel,Bazaruto Archipel,Bazaruto Archipel,27,,,171,active,,
108,Beachcomber Island,Beachcomber Island,Beachcomber Island,Beachcomber Island,191,,76,1370,active,,
109,Bedarra Island,Bedarra Island,Bedarra Island,Bedarra Island,186,63,42,175,active,,
110,,Beira,Beira,Beira,27,,,,active,,121855
111,Bel Ombre,Bel Ombre,Bel Ombre,Bel Ombre,51,,139,1449,active,,
112,,Belize City,Belize City,Belize City,160,,,,active,,122042
113,"Bella Vista, Sydney","Bella Vista, Sydney","Bella Vista, Sydney","Bella Vista, Sydney",186,49,,,active,,
114,Belle Mare,Belle Mare,Belle Mare,Belle Mare,51,,105,1449,active,,
115,,Belo Horizonte,Belo Horizonte,,171,,,,active,,121473
116,,Belém,Belem,,178,,,,active,,121491
117,Bendigo,Bendigo,Bendigo,Bendigo,186,95,134,,active,,
118,Beqa Lagoon,Beqa Lagoon,Beqa Lagoon,Beqa Lagoon,191,,154,,active,,
119,Beruwala,Beruwala,Beruwala,Beruwala,76,,,459,active,,
120,Bibra Lake DC,Bibra Lake DC,Bibra Lake DC,Bibra Lake DC,186,98,,,active,,
121,Bicheno,Bicheno,Bicheno,Bicheno,186,85,133,201,active,,
122,Billingurr (Broome),Billingurr (Broome),Billingurr (Broome),Billingurr (Broome),186,98,,,active,,
123,Binalong Bay,Binalong Bay,Binalong Bay,Binalong Bay,186,85,133,2288,active,,
124,Binjai,Binjai,Binjai,Binjai,60,79,,,active,,
125,Bird Island,Bird Island,Bird Island,Bird Island,52,,,216,active,,
126,Bitte geben Sie hier den Ort ein.,Bitte geben Sie hier den Ort ein.,Bitte geben Sie hier den Ort ein.,Bitte geben Sie hier den Ort ein.,188,58,,,active,,
127,Blackheath,Blackheath,Blackheath,Blackheath,186,49,11,228,active,,
128,Blantyre,Blantyre,Blantyre,Blantyre,23,,,,active,,122072
129,Blenheim,Blenheim,Blenheim,Blenheim,188,81,78,225,active,,3496
130,Bluff,Bluff,Bluff,Bluff,188,,,,active,,3365
131,Boca Tapada,Boca Tapada,Boca Tapada,Boca Tapada,161,,12,232,in review,,122051
132,Bocas del Toro,Bocas del Toro,Bocas del Toro,Bocas del Toro,168,,108,,active,,122037
133,Bogota,Bogota,Bogota,Bogota,176,,13,234,active,,37987
134,Bora Bora,Bora Bora,Bora Bora,Bora Bora,192,6,14,243,active,,3500
135,"Bora Bora, near Matira Beach","Bora Bora, near Matira Beach","Bora Bora, near Matira Beach","Bora Bora, near Matira Beach",192,6,14,243,active,,
136,,Boston,,,184,,,,active,,121446
137,Boydtown (Eden),Boydtown (Eden),Boydtown (Eden),Boydtown (Eden),186,49,128,597,active,,
138,BP 185 Maharepo,BP 185 Maharepo,BP 185 Maharepo,BP 185 Maharepo,192,44,84,1548,active,,
139,Bradenton,Bradenton,Bradenton,Bradenton,184,16,,255,active,,
140,Bredene,Bredene,Bredene,Bredene,100,,,,active,,
141,,Bremer Bay,Bremer Bay,Augusta,186,,,,active,,122142
142,Bright,Bright,Bright,Bright,186,95,134,266,active,,
143,Brighton,Brighton,Brighton,Brighton,186,85,,,active,,
144,Brisbane,Brisbane,Brisbane,Brisbane,186,63,130,267,active,,3337
145,"Brisbane, Eagle Farm","Brisbane, Eagle Farm","Brisbane, Eagle Farm","Brisbane, Eagle Farm",186,63,,,active,,
146,"Brisbane, Geebung","Brisbane, Geebung","Brisbane, Geebung","Brisbane, Geebung",186,63,,,active,,
147,"Brisbane, Hendra","Brisbane, Hendra","Brisbane, Hendra","Brisbane, Hendra",186,63,,,active,,
148,"Brisbane, Northgate","Brisbane, Northgate","Brisbane, Northgate","Brisbane, Northgate",186,63,,,active,,
149,"Brisbane, Virginia","Brisbane, Virginia","Brisbane, Virginia","Brisbane, Virginia",186,63,,,active,,
150,Brisbane-Eagle Creek,Brisbane-Eagle Creek,Brisbane-Eagle Creek,Brisbane-Eagle Creek,186,63,,,active,,
151,Broken Hill,Broken Hill,Broken Hill,Broken Hill,186,49,128,269,active,,82187
152,Broome,Broome,Broome,Broome,186,98,162,272,active,,3331
153,"Broome, Yardoogarra","Broome, Yardoogarra","Broome, Yardoogarra","Broome, Yardoogarra",186,98,135,272,active,,
154,Bruny Island,Bruny Island,Bruny Island,Bruny Island,186,85,,,active,,
155,,Brussel,Brussel,Brussel,188,,,,active,,3519
156,,Bucaramanga,Bucaramanga,,176,,,,active,,121863
157,Buenos Aires,Buenos Aires,Buenos Aires,Buenos Aires,169,,16,278,active,,3795
158,Buenos Aires nahe Zentrum,Buenos Aires nahe Zentrum,Buenos Aires nahe Zentrum,Buenos Aires nahe Zentrum,169,,16,278,active,,
159,Buenos Aires Stadtteil Recoleta,Buenos Aires Stadtteil Recoleta,Buenos Aires Stadtteil Recoleta,Buenos Aires Stadtteil Recoleta,169,,16,278,active,,
160,,Bullo River Station,Bullo River Station,,186,,,,active,,82190
161,Airlie Beach,Bundaberg,Bundaberg,Bundaberg,186,63,,,active,,121865
162,"Bundaberg, Sharon","Bundaberg, Sharon","Bundaberg, Sharon","Bundaberg, Sharon",186,63,130,285,active,,
163,Burnside (Christchurch),Burnside (Christchurch),Burnside (Christchurch),Burnside (Christchurch),188,,,,active,,
164,Busselton,Busselton,Busselton,Busselton,186,98,142,292,active,,
165,Buzios,Buzios,Buzios,Buzios,171,,118,294,active,,
166,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,28,,165,295,active,,
167,Byron Bay,Byron Bay,Byron Bay,Byron Bay,186,49,128,296,active,,
168,Cairns,Cairns,Cairns,Cairns,186,63,150,305,active,,3332
169,Cairns Airport,Cairns Airport,Cairns Airport,Cairns Airport,186,63,,,active,,
170,"Cairns, Edmonton","Cairns, Edmonton","Cairns, Edmonton","Cairns, Edmonton",186,63,,,active,,
171,Cairns-Portsmith,Cairns-Portsmith,Cairns-Portsmith,Cairns-Portsmith,186,63,,,active,,
172,,Cajamarca,,,178,,,,active,,119553
173,Calama,Calama,Calama,Calama,172,,,,active,,3799
174,Calgary,Calgary,Calgary,Calgary,182,2,,,active,,121460
175,Calodyne,Calodyne,Calodyne,Calodyne,51,,91,1449,active,,
176,Camberwell,Camberwell,Camberwell,Camberwell,186,,,,active,,
177,Cambridge,Cambridge,Cambridge,Cambridge,186,85,,,active,,
178,Cambridge (Hobart),Cambridge (Hobart),Cambridge (Hobart),Cambridge (Hobart),186,85,,,active,,
179,,Campbell River (Vancouver Island),,,182,,,,active,,121469
180,,Campo Grande,,Campo Grande,171,,,,active,,60639
181,Canberra,Canberra,Canberra,Canberra,186,3,18,329,active,,
182,"Canberra, Barton","Canberra, Barton","Canberra, Barton","Canberra, Barton",186,3,18,329,active,,
183,,Cancun,Cancun,Cancun,166,,,,active,,121954
184,"Candi Dasa, Sengkidu, Karangasem, Kabupaten Karangasem,","Candi Dasa, Sengkidu, Karangasem, Kabupaten Karangasem,","Candi Dasa, Sengkidu, Karangasem, Kabupaten Karangasem,","Candi Dasa, Sengkidu, Karangasem, Kabupaten Karangasem,",60,4,,332,active,,
185,Canning Vale,Canning Vale,Canning Vale,Canning Vale,186,98,,,active,,
186,Cannonvale,Cannonvale,Cannonvale,Cannonvale,186,63,,,active,,
187,,Cape Jervis,,,186,,,,active,,84123
188,Cape Leveque,Cape Leveque,Cape Leveque,Cape Leveque,186,98,59,348,active,,
189,Cape Maclear,Cape Maclear,Cape Maclear,Cape Maclear,23,,74,349,active,,
190,Cape Range Nationalpark,Cape Range Nationalpark,Cape Range Nationalpark,Cape Range Nationalpark,186,98,135,644,active,,
191,Cape St. Francis,Cape St. Francis,Cape St. Francis,Cape St. Francis,37,10,39,2286,active,,
192,Cape Town,Cape Town,Cape Town,Cape Town,37,99,,,active,,
193,"Cape Town, Airport City","Cape Town, Airport City","Cape Town, Airport City","Cape Town, Airport City",37,,,,active,,
194,"Cape Town, Paarden Eiland","Cape Town, Paarden Eiland","Cape Town, Paarden Eiland","Cape Town, Paarden Eiland",37,99,,,active,,
195,"Cape Town, V&A Waterfront","Cape Town, V&A Waterfront","Cape Town, V&A Waterfront","Cape Town, V&A Waterfront",37,,,,active,,
196,Cape Tribulation,Cape Tribulation,Cape Tribulation,Cape Tribulation,186,63,150,352,active,,
197,"Cape Tribulation, Diwan","Cape Tribulation, Diwan","Cape Tribulation, Diwan","Cape Tribulation, Diwan",186,63,150,,active,,
198,,Caracas,Caracas,,181,,,,active,,121492
199,Cartagena,Cartagena,Cartagena,Cartagena,176,,,365,active,,37988
200,Casablanca,Casablanca,Casablanca,Casablanca,172,,,2076,active,,
201,"Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne",51,,139,1449,active,,
202,Castaway Island,Castaway Island,Castaway Island,Castaway Island,191,38,76,1370,active,,
203,Castro,Castro,Castro,Castro,172,,123,368,active,,
204,"Castro, Chiloe","Castro, Chiloe","Castro, Chiloe","Castro, Chiloe",172,,,368,active,,
205,Catlins,Catlins,Catlins,Catlins,188,81,106,369,active,,121803
206,"Caylloma, Valle del Colca","Caylloma, Valle del Colca","Caylloma, Valle del Colca","Caylloma, Valle del Colca",178,,140,455,active,,
207,Central Kalahari,Central Kalahari,Central Kalahari,Central Kalahari,5,,52,1009,active,,
208,Central Kalahari Game Reserve,Central Kalahari Game Reserve,Central Kalahari Game Reserve,Central Kalahari Game Reserve,5,,52,1009,active,,
209,Ceres,Ceres,Ceres,Ceres,37,99,132,380,active,,
210,Cerf Island,Cerf Island,Cerf Island,Cerf Island,52,,,381,active,,
211,"Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso",172,,121,2523,active,,
212,"Cerro Concepcion, Valparaiso","Cerro Concepcion, Valparaiso","Cerro Concepcion, Valparaiso","Cerro Concepcion, Valparaiso",172,,121,2523,active,,
213,Cervantes,Cervantes,Cervantes,Cervantes,186,98,162,384,active,,
214,Chale Island,Chale Island,Chale Island,Chale Island,17,,,1523,active,,
215,Chamarel,Chamarel,Chamarel,Chamarel,51,,139,1449,active,,
216,Charleston,Charleston,Charleston,Charleston,184,78,,387,active,,
217,Charlotte,Charlotte,Charlotte,Charlotte,184,52,,388,active,,121726
218,Chatham Islands,Chatham Islands,Chatham Islands,Chatham Islands,188,,88,394,active,,
219,,Chennai,Chennai,,59,,,,active,,4133
220,Chiang Mai,Chiang Mai,Chiang Mai,Chiang Mai,79,,20,403,active,,4120
221,Chiang Rai,Chiang Rai,Chiang Rai,Chiang Rai,79,,20,404,active,,4123
222,,Chicago,,,184,,,,active,,121445
223,,Chiclayo,Chiclayo,Abel Tasman National Park,178,,,,active,,3813
224,Chinteche,Chinteche,Chinteche,Chinteche,23,,74,416,active,,
225,Chintsa East,Chintsa East,Chintsa East,Chintsa East,37,10,132,418,active,,
226,Chobe Nationalpark,Chobe Nationalpark,Chobe Nationalpark,Chobe Nationalpark,5,,21,423,active,,
227,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,5,,21,423,active,,
228,Christchurch,Christchurch,Christchurch,Christchurch,188,81,19,424,active,,3353
229,Christchurch Airport,Christchurch Airport,Christchurch Airport,Christchurch Airport,188,,,,active,,
230,Christchurch Airport (Harewood),Christchurch Airport (Harewood),Christchurch Airport (Harewood),Christchurch Airport (Harewood),188,,,,active,,
231,"Christchurch, Mustang Park","Christchurch, Mustang Park","Christchurch, Mustang Park","Christchurch, Mustang Park",188,,,,active,,
232,Christchurch-Harewood,Christchurch-Harewood,Christchurch-Harewood,Christchurch-Harewood,188,,,,active,,
233,Christmas Island,Christmas Island,Christmas Island,Christmas Island,186,,,425,active,,
234,Cilaos,Cilaos,Cilaos,Cilaos,49,,,430,active,,
235,,Cincinnati,,,184,,,,active,,121561
236,Clanwilliam,Clanwilliam,Clanwilliam,Clanwilliam,37,99,132,432,active,,
237,Clare,Clare,Clare,Clare,186,77,131,433,active,,
238,Clyde,Clyde,Clyde,Clyde,188,,,438,active,,122098
239,"Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago",188,81,106,438,active,,
240,Cobbold Gorge (via Forsayth),Cobbold Gorge (via Forsayth),Cobbold Gorge (via Forsayth),Cobbold Gorge (via Forsayth),186,63,107,441,active,,
241,Cochabamba,Cochabamba,Cochabamba,Cochabamba,170,,,444,active,,119552
242,,Cochin,Cochin,,59,,,,active,,4135
243,,Cody,,,184,,,,active,,121456
244,Coffs Harbour,Coffs Harbour,Coffs Harbour,Coffs Harbour,186,49,128,453,active,,
245,Colchani,Colchani,Colchani,Colchani,170,,4,2518,active,,
246,Coles Bay,Coles Bay,Coles Bay,Coles Bay,186,85,37,707,active,,
247,"Coles Bay, Freycinet","Coles Bay, Freycinet","Coles Bay, Freycinet","Coles Bay, Freycinet",186,85,37,707,active,,
248,"Collingwood, Golden Bay","Collingwood, Golden Bay","Collingwood, Golden Bay","Collingwood, Golden Bay",188,,,6,active,,
249,Colombo,Colombo,Colombo,Colombo,76,,,459,active,,8873
250,,Columbia Icefield,,,182,,,,active,,121587
251,,Comodoro Rivadivia,Comodoro Rivadivia,Trelew,169,,,,active,,122151
252,Constantia,Constantia,Constantia,Constantia,37,,,,active,,
253,Coober Pedy,Coober Pedy,Coober Pedy,Coober Pedy,186,77,131,466,active,,115752
254,Cooinda,Cooinda,Cooinda,Cooinda,186,55,,,active,,
255,Cooktown,Cooktown,Cooktown,Cooktown,186,63,150,467,active,,
256,"Cooktown, Helenvale","Cooktown, Helenvale","Cooktown, Helenvale","Cooktown, Helenvale",186,63,150,467,active,,
257,Coorong National Park,Coorong National Park,Coorong National Park,Coorong National Park,186,77,131,,active,,
258,Coral Bay,Coral Bay,Coral Bay,Coral Bay,186,98,162,473,active,,3356
259,"Coral Coast, Viti Levu","Coral Coast, Viti Levu","Coral Coast, Viti Levu","Coral Coast, Viti Levu",191,,154,2554,active,,
260,,Cordoba,Cordoba,Trelew,169,,,,active,,122067
261,"Corlette, Port Stephens","Corlette, Port Stephens","Corlette, Port Stephens","Corlette, Port Stephens",186,49,128,1934,active,,
262,,Coromandel Halbinsel,Coromandel Halbinsel,,188,,,,active,,3544
263,,Corroboree Billabong,Corroboree Billabong,Corroboree Billabong,186,,,,active,,122052
264,Cowes,Cowes,Cowes,Cowes,186,95,134,,active,,
265,Cradle Mountain Nationalpark,Cradle Mountain Nationalpark,Cradle Mountain Nationalpark,Cradle Mountain Nationalpark,186,85,24,489,active,,
266,Cuiaba,Cuiaba,Cuiaba,Cuiaba,171,,110,503,active,,121470
267,Culver City,Culver City,Culver City,Culver City,184,31,,,active,,
268,Cusco,Cusco,Cusco,Cusco,178,,25,511,active,,3817
269,,Cuvu,Abel Tasman Nationalpark,Cuvu,191,,,,active,,122082
270,"Cygnet River, Kangaroo Island","Cygnet River, Kangaroo Island","Cygnet River, Kangaroo Island","Cygnet River, Kangaroo Island",186,77,,,active,,
271,"Daintree Nationalpark, Cape Tribulation","Daintree Nationalpark, Cape Tribulation","Daintree Nationalpark, Cape Tribulation","Daintree Nationalpark, Cape Tribulation",186,63,150,352,active,,
272,"Daintree Nationalpark, Cow Bay","Daintree Nationalpark, Cow Bay","Daintree Nationalpark, Cow Bay","Daintree Nationalpark, Cow Bay",186,63,150,352,active,,
273,,Dallas,,,184,,,,active,,121559
274,Dampier Peninsula,Dampier Peninsula,Dampier Peninsula,Dampier Peninsula,186,98,59,348,active,,
275,Danang City,Danang City,Danang City,Danang City,83,,46,519,active,,
276,Dar es Salaam,Dar es Salaam,Dar es Salaam,Dar es Salaam,38,,,,active,,3531
277,Dartmouth,Dartmouth,Dartmouth,Dartmouth,182,56,,,active,,
278,Darwin,Darwin,Darwin,Darwin,186,55,149,525,active,,3338
279,Darwin Airport,Darwin Airport,Darwin Airport,Darwin Airport,186,55,,,active,,
280,"Darwin, Winnellie","Darwin, Winnellie","Darwin, Winnellie","Darwin, Winnellie",186,55,,,active,,
281,Darwin-Pinelands,Darwin-Pinelands,Darwin-Pinelands,Darwin-Pinelands,186,55,,,active,,
282,Darwin-Winnelie,Darwin-Winnelie,Darwin-Winnelie,Darwin-Winnelie,186,55,,,active,,
283,,David,David,,168,,,,active,,122070
284,Daydream Island,Daydream Island,Daydream Island,Daydream Island,186,63,42,527,active,,121340
285,Daylesford,Daylesford,Daylesford,Daylesford,186,95,134,,active,,
286,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,De Hoop Nature Reserve,37,99,39,532,active,,
287,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,De Kelders - Gansbaai,37,99,132,533,active,,
288,,Delhi,Delhi,Delhi,59,,,,active,,4131
289,Delta,Delta,Delta,Delta,182,7,,,active,,
290,,Denali Nationalpark,,,205,,,,active,,121590
291,Denarau,Denarau,Denarau,Denarau,191,,,,active,,3506
292,Denarau Island,Denarau Island,Denarau Island,Denarau Island,191,96,154,2554,active,,
293,"Denarau Marina, Nadi","Denarau Marina, Nadi","Denarau Marina, Nadi","Denarau Marina, Nadi",191,,,,active,,
294,Denham,Denham,Denham,Denham,186,98,162,546,active,,121849
295,Denis Island,Denis Island,Denis Island,Denis Island,52,,,547,active,,
296,Denpasar,Denpasar,Denpasar,Abel Tasman National Park,60,,,136,active,,4129
297,Denver,Denver,Denver,Denver,184,9,,,active,,121443
298,,Derby,Derby,,186,,,,active,,121309
299,Desroches Island,Desroches Island,Desroches Island,Desroches Island,52,,,553,active,,
300,Germany,Deutschland,Deutschland,Duitsland,186,,,,in review,,3351
301,,Devonport,Devonport,,186,,,,active,,121734
302,Diani Beach,Diani Beach,Diani Beach,Diani Beach,17,,,1523,active,,
303,,Diego Suarez,,,22,,,,active,,119537
304,,Doubtful Sound,Doubtful Sound,,188,,,,active,,3493
305,Drakensberge,Drakensberge,Drakensberge,Drakensberge,37,33,27,571,in review,,
306,Drawaqa Island,Drawaqa Island,Drawaqa Island,Drawaqa Island,191,100,163,2666,active,,
307,Dubai,Dubai,Dubai,Dubai,82,,,575,active,,24575
308,"Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks","Duck, Outer Banks",184,52,,1781,active,,
309,Dunedin,Dunedin,Dunedin,Dunedin,188,81,106,582,active,,21543
310,Dunedin Airport,Dunedin Airport,Dunedin Airport,Dunedin Airport,188,,,,active,,
311,Dunk Island (via Mission Beach),Dunk Island (via Mission Beach),Dunk Island (via Mission Beach),Dunk Island (via Mission Beach),186,63,42,583,active,,
312,Dunkeld,Dunkeld,Dunkeld,Dunkeld,186,95,41,584,active,,
313,Dunsborough,Dunsborough,Dunsborough,Dunsborough,186,98,,,active,,121853
314,Durban,Durban,Durban,Durban,37,33,169,587,active,,3513
315,Eagle Beach,Eagle Beach,Eagle Beach,Eagle Beach,208,,,93,active,,
316,,Eaglereach Wilderness Resort,,,186,,,,active,,82191
317,East Kimberley,East Kimberley,East Kimberley,East Kimberley,186,98,59,891,active,,
318,Echuca,Echuca,Echuca,Echuca,186,95,,,active,,
319,Eden,Eden,Eden,Eden,186,49,128,597,active,,
320,,Edmonton,,,184,,,,active,,121464
321,Efate,Efate,Efate,Efate,204,,,2703,active,,121809
322,El Calafate,El Calafate,El Calafate,El Calafate,169,,111,604,active,,3812
323,El Chalten,El Chalten,El Chalten,El Chalten,169,,,605,active,,
324,"El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin",176,,81,1460,active,,
325,Elanda Point,Elanda Point,Elanda Point,Elanda Point,186,63,,,active,,
326,"Ellerslie, Auckland","Ellerslie, Auckland","Ellerslie, Auckland","Ellerslie, Auckland",188,,,,active,,
327,Entebbe,Entebbe,Entebbe,Entebbe,42,,,,active,,121861
328,Entre-Deux,Entre-Deux,Entre-Deux,Entre-Deux,49,,,618,active,,
329,Epupa Falls,Epupa Falls,Epupa Falls,Epupa Falls,28,,26,621,active,,
330,Erongo,Erongo,Erongo,Erongo,28,,127,1751,in review,,
331,Esperance,Esperance,Esperance,Esperance,186,98,142,625,active,,122079
332,Etobicoke,Etobicoke,Etobicoke,Etobicoke,182,59,,,active,,
333,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,28,,30,636,in review,,
334,"Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor",28,,30,636,active,,
335,"Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor",28,,30,634,active,,
336,Eungella Nationalpark,Eungella Nationalpark,Eungella Nationalpark,Eungella Nationalpark,186,63,130,640,active,,
337,Exmouth,Exmouth,Exmouth,Exmouth,186,98,162,644,active,,6210
338,Fa'asaleleaga,Fa'asaleleaga,Fa'asaleleaga,Fa'asaleleaga,200,73,,2190,active,,
339,Faa’a,Faa’a,Faa’a,Faa’a,192,83,144,,active,,
340,Fafa Island,Fafa Island,Fafa Island,Fafa Island,202,89,,2442,active,,
341,Fagamalo,Fagamalo,Fagamalo,Fagamalo,200,73,,2190,active,,
342,Fakarava,Fakarava,Fakarava,Fakarava,192,,31,,active,,62873
343,Faleolo,Faleolo,Faleolo,Faleolo,200,92,,2510,active,,
344,Fare,Fare,Fare,Fare,192,28,48,910,active,,
345,Featherston,Featherston,Featherston,Featherston,188,,,351,active,,
346,Fernando de Noronha,Fernando de Noronha,Fernando de Noronha,Fernando de Noronha,171,,,,active,,
347,Finnes River (Top End NT),Finnes River (Top End NT),Finnes River (Top End NT),Finnes River (Top End NT),186,,149,525,active,,
348,Fish River Canyon,Fish River Canyon,Fish River Canyon,Fish River Canyon,28,,34,658,in review,,
349,Fitzroy Crossing,Fitzroy Crossing,Fitzroy Crossing,Fitzroy Crossing,186,98,59,661,active,,
350,Fitzroy Island,Fitzroy Island,Fitzroy Island,Fitzroy Island,186,63,150,662,active,,
351,Flic en Flac,Flic en Flac,Flic en Flac,Flic en Flac,51,,162,1449,active,,
352,Flinders,Flinders,Flinders,Flinders,186,95,134,1552,active,,
353,Floreal,Floreal,Floreal,Floreal,51,,,1449,active,,
354,,Flores,,,60,,,,active,,101931
355,,Florianopolis,Florianopolis,,,,,,active,,121471
356,Fort Dauphin,Fort Dauphin,Fort Dauphin,Fort Dauphin,22,,,681,active,,119535
357,,Fort Myers,,,184,,,,active,,121805
358,,Fortaleza,Fortaleza,,171,,,,active,,121795
359,Fox Glacier,Fox Glacier,Fox Glacier,Fox Glacier,188,81,160,692,active,,61036
360,Foz do Iguazu,Foz do Iguazu,Foz do Iguazu,Foz do Iguazu,171,,,693,active,,
361,"Foz do Iguazu, Parana","Foz do Iguazu, Parana","Foz do Iguazu, Parana","Foz do Iguazu, Parana",171,,50,693,active,,
362,Frankfurt am Main,Frankfurt am Main,Frankfurt am Main,Frankfurt am Main,105,24,,,active,,
363,Franschhoek,Franschhoek,Franschhoek,Franschhoek,37,99,157,696,active,,
364,Franz Josef,Franz Josef,Franz Josef,Franz Josef,188,81,160,697,active,,21544
365,Franz Josef Glacier,Franz Josef Glacier,Franz Josef Glacier,Franz Josef Glacier,188,,,697,active,,
366,Fraser Island,Fraser Island,Fraser Island,Fraser Island,186,63,42,698,active,,
367,Freemans Bay Auckland,Freemans Bay Auckland,Freemans Bay Auckland,Freemans Bay Auckland,188,,,,active,,
368,Fregate Island,Fregate Island,Fregate Island,Fregate Island,52,,,703,active,,
369,Fremantle,Fremantle,Fremantle,Fremantle,186,98,135,1854,active,,115327
370,Fresnaye,Fresnaye,Fresnaye,Fresnaye,37,99,55,1033,active,,
371,Gaafu Dhaalu Atoll,Gaafu Dhaalu Atoll,Gaafu Dhaalu Atoll,Gaafu Dhaalu Atoll,50,,,1360,active,,
372,Galapagos,Galapagos,Galapagos,Galapagos,173,,,142,in review,,24569
373,Galatea,Galatea,Galatea,Galatea,188,,,2080,active,,
374,Geraldton,Geraldton,Geraldton,Geraldton,186,98,162,733,active,,
375,Germering,Germering,Germering,Germering,105,,,,active,,
376,"Gibb River Road, Bell Gorge","Gibb River Road, Bell Gorge","Gibb River Road, Bell Gorge","Gibb River Road, Bell Gorge",186,98,59,181,active,,
377,"Gibb River Road, El Questro Wilderness Park","Gibb River Road, El Questro Wilderness Park","Gibb River Road, El Questro Wilderness Park","Gibb River Road, El Questro Wilderness Park",186,98,59,610,active,,
378,"Gibb River Road, Mount Elizabeth","Gibb River Road, Mount Elizabeth","Gibb River Road, Mount Elizabeth","Gibb River Road, Mount Elizabeth",186,98,59,1565,active,,
379,"Gibb River Road, Mount Hart","Gibb River Road, Mount Hart","Gibb River Road, Mount Hart","Gibb River Road, Mount Hart",186,98,59,1568,active,,
380,Gipsy Point,Gipsy Point,Gipsy Point,Gipsy Point,186,95,134,741,active,,
381,Gisborne,Gisborne,Gisborne,Gisborne,188,51,40,744,in review,,
382,Glasshouse Mountains,Glasshouse Mountains,Glasshouse Mountains,Glasshouse Mountains,186,63,130,748,active,,
383,Glen Helen,Glen Helen,Glen Helen,Glen Helen,186,55,119,749,active,,
384,Glenorchy,Glenorchy,Glenorchy,Glenorchy,188,81,106,750,active,,
385,,Goa,,,59,,,,active,,101932
386,,Gold Coast,,,186,,,,active,,115309
387,,Golfito Sierpe,Golfito Sierpe,Golfito Sierpe,161,,,,active,,121982
388,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,Gonarezhou NP,46,,168,760,active,,
389,Gosnells - Perth WA,Gosnells - Perth WA,Gosnells - Perth WA,Gosnells - Perth WA,105,,,,active,,
390,Gosnells Perth,Gosnells Perth,Gosnells Perth,Gosnells Perth,186,98,,,active,,
391,Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),Gqeberha (Port Elizabeth),37,10,39,1919,active,,
392,Grand Baie,Grand Baie,Grand Baie,Grand Baie,51,,95,1449,active,,
393,Grand Gaube,Grand Gaube,Grand Gaube,Grand Gaube,51,,91,1449,active,,
394,Grand River South East,Grand River South East,Grand River South East,Grand River South East,51,,105,1449,active,,
395,Grande Anse,Grande Anse,Grande Anse,Grande Anse,49,,,789,active,,
396,Great Keppel Island,Great Keppel Island,Great Keppel Island,Great Keppel Island,186,63,130,795,active,,
397,"Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve","Greater Pilanesberg National Park, Black Rhino Game Reserve",37,53,97,1878,active,,
398,Green Island (via Cairns),Green Island (via Cairns),Green Island (via Cairns),Green Island (via Cairns),186,63,42,799,active,,
399,Green Kalahari,Green Kalahari,Green Kalahari,Green Kalahari,37,,98,113,active,,
400,Greymouth,Greymouth,Greymouth,Greymouth,188,81,160,802,active,,
