id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,location_tour32,country_id,state_id,region_id,cid_primarix,id_primarix
217,Boca Tapada,Boca Tapada,Boca Tapada,Boca Tapada,232,51,,53,51,122051
218,Puerto Carrillo,Puerto Carrillo,Puerto Carrillo,Puerto Carrillo,,51,,55,,
219,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,Puerto Viejo de Talamanca,,51,,54,51,121978
220,San José,San José,San José,San José,,51,,56,,
221,Tamarindo,Tamarindo,Tamarindo,Tamarindo,2359,51,,55,51,121974
222,Guayaquil,Guayaquil,Guayaquil,Guayaquil,811,62,,57,51,3822
223,Quito,Quito,Quito,Quito,2012,62,,,51,3821
224,Samborondón - Guayaquil,Samborondón - Guayaquil,Samborondón - Guayaquil,Samborondón - Guayaquil,,62,,59,,
225,Beachcomber Island,Beachcomber Island,Beachcomber Island,Beachcomber Island,,72,,60,,
226,Beqa Lagoon,Beqa Lagoon,Beqa Lagoon,Beqa Lagoon,192,72,,64,,
227,Castaway Island,Castaway Island,Castaway Island,Castaway Island,,72,,60,,
228,Denarau Island,Denarau Island,Denarau Island,Denarau Island,,72,,64,,
229,Drawaqa Island,Drawaqa Island,Drawaqa Island,Drawaqa Island,,72,,65,,
230,Kuata Island,Kuata Island,Kuata Island,Kuata Island,,72,,65,,
231,Malolo Island,Malolo Island,Malolo Island,Malolo Island,,72,,60,,
232,Malolo Lai Lai Island,Malolo Lai Lai Island,Malolo Lai Lai Island,Malolo Lai Lai Island,,72,,60,,
233,Mamanucas,Mamanucas,Mamanucas,Mamanucas,,72,,60,,
234,Matamanoa Island,Matamanoa Island,Matamanoa Island,Matamanoa Island,,72,,60,,
235,Matangi Island,Matangi Island,Matangi Island,Matangi Island,,72,,61,,
236,Nacula Island,Nacula Island,Nacula Island,Nacula Island,,72,,65,,
237,Nadi Airport,Nadi Airport,Nadi Airport,Nadi Airport,,72,,64,,
238,Natadola Beach,Natadola Beach,Natadola Beach,Natadola Beach,,72,,64,,
239,Naukacuvu Island,Naukacuvu Island,Naukacuvu Island,Naukacuvu Island,,72,,65,,
240,Nukubati Island,Nukubati Island,Nukubati Island,Nukubati Island,,72,,63,,
241,Pacific Harbour,Pacific Harbour,Pacific Harbour,Pacific Harbour,,72,,64,,
242,Rakiraki,Rakiraki,Rakiraki,Rakiraki,2021,72,,64,,
243,Savu Savu,Savu Savu,Savu Savu,Savu Savu,,72,,63,,
244,Tokoriki Island,Tokoriki Island,Tokoriki Island,Tokoriki Island,,72,,60,,
245,Vomo Island,Vomo Island,Vomo Island,Vomo Island,,72,,60,,
246,Waiyevo,Waiyevo,Waiyevo,Waiyevo,,72,,62,,
247,Yasawas,Yasawas,Yasawas,Yasawas,,72,,65,,
248,Arue,Arue,Arue,Arue,,76,,73,,
249,Avatoru,Avatoru,Avatoru,Avatoru,,76,,71,,
250,Bora Bora,Bora Bora,Bora Bora,Bora Bora,243,76,,66,51,3500
251,"Bora Bora, near Matira Beach","Bora Bora, near Matira Beach","Bora Bora, near Matira Beach","Bora Bora, near Matira Beach",,76,,66,,
252,BP 185  Maharepo,BP 185  Maharepo,BP 185  Maharepo,BP 185  Maharepo,,76,,69,,
253,Fare,Fare,Fare,Fare,,76,,68,,
254,Haapiti,Haapiti,Haapiti,Haapiti,,76,,69,,
255,Maiao,Maiao,Maiao,Maiao,,76,,69,,
256,Motu Omee,Motu Omee,Motu Omee,Motu Omee,,76,,66,,
257,Motu Tautau,Motu Tautau,Motu Tautau,Motu Tautau,,76,,72,,
258,Opoa Beach,Opoa Beach,Opoa Beach,Opoa Beach,,76,,70,,
259,Papeete,Papeete,Papeete,Papeete,,76,,73,51,3498
260,Papetoai,Papetoai,Papetoai,Papetoai,,76,,69,,
261,Pirae,Pirae,Pirae,Pirae,,76,,73,,
262,Punaauia,Punaauia,Punaauia,Punaauia,,76,,73,,
263,Rotoava,Rotoava,Rotoava,Rotoava,,76,,67,,
264,"Tahiti, Faa´a","Tahiti, Faa´a","Tahiti, Faa´a","Tahiti, Faa´a",,76,,73,,
265,Taravao,Taravao,Taravao,Taravao,,76,,73,,
266,Temae,Temae,Temae,Temae,,76,,69,,
267,Tetiaroa,Tetiaroa,Tetiaroa,Tetiaroa,2402,76,,73,,
268,Tiahura - Haapiti,Tiahura - Haapiti,Tiahura - Haapiti,Tiahura - Haapiti,,76,,69,,
269,Tikehau,Tikehau,Tikehau,Tikehau,2414,76,,,,
270,Tuherahera,Tuherahera,Tuherahera,Tuherahera,,76,,74,,
271,Uturoa,Uturoa,Uturoa,Uturoa,,76,,72,,
272,Vaitape,Vaitape,Vaitape,Vaitape,,76,,66,,
273,Isabela,Isabela,Isabela,Isabela,948,62,,75,,
274,San Cristobal,San Cristobal,San Cristobal,San Cristobal,2133,62,,75,51,3823
275,Santa Cruz,Santa Cruz,Santa Cruz,Santa Cruz,2158,62,,75,51,3820
276,Kowloon,Kowloon,Kowloon,Kowloon,,96,,,,
277,Amboseli Nationalpark,Amboseli Nationalpark,Amboseli Nationalpark,Amboseli Nationalpark,57,112,,,,
278,Chale Island,Chale Island,Chale Island,Chale Island,,112,,,,
279,Diani Beach,Diani Beach,Diani Beach,Diani Beach,,112,,,,
280,Lake Naivasha,Lake Naivasha,Lake Naivasha,Lake Naivasha,1205,112,,,,
281,Masai Mara,Masai Mara,Masai Mara,Masai Mara,1420,112,,,51,3532
282,Meru Nationalpark,Meru Nationalpark,Meru Nationalpark,Meru Nationalpark,1482,112,,,,
283,Nairobi,Nairobi,Nairobi,Nairobi,1615,112,,,51,3528
284,Samburu Nationalreservat,Samburu Nationalreservat,Samburu Nationalreservat,Samburu Nationalreservat,2127,112,,,,
285,Tsavo West Nationalpark,Tsavo West Nationalpark,Tsavo West Nationalpark,Tsavo West Nationalpark,2470,112,,,,
286,Watamu,Watamu,Watamu,Watamu,2583,112,,,,
287,Bogota,Bogota,Bogota,Bogota,234,47,,76,51,37987
288,Cartagena,Cartagena,Cartagena,Cartagena,365,47,,,51,37988
289,"El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin","El Poblado (Provenza), Medellin",,47,,78,,
290,Isla Mucura,Isla Mucura,Isla Mucura,Isla Mucura,953,47,,77,,
291,Los Naranjos,Los Naranjos,Los Naranjos,Los Naranjos,1307,47,,79,,
292,"Medellín, Antioquia","Medellín, Antioquia","Medellín, Antioquia","Medellín, Antioquia",,47,,78,,
293,Rincon del Mar,Rincon del Mar,Rincon del Mar,Rincon del Mar,2051,47,,79,,
294,Cilaos,Cilaos,Cilaos,Cilaos,430,179,,,,
295,Entre-Deux,Entre-Deux,Entre-Deux,Entre-Deux,,179,,,,
296,Grande Anse,Grande Anse,Grande Anse,Grande Anse,789,179,,,,
297,"Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie","Hell-Bourg, Salazie",,179,,,,
298,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,La Plaine des Cafres,1177,179,,,,
299,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,La Saline-les-Bains,1181,179,,,,
300,Mare à Vieille Place,Mare à Vieille Place,Mare à Vieille Place,Mare à Vieille Place,,179,,,,
301,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,Piton de la Fournaise,,179,,,,
302,Piton des Neiges,Piton des Neiges,Piton des Neiges,Piton des Neiges,,179,,,,
303,Saint Leu,Saint Leu,Saint Leu,Saint Leu,2107,179,,,,
304,Saint-Benoît,Saint-Benoît,Saint-Benoît,Saint-Benoît,,179,,,,
305,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,Saint-Gilles-Les-Bains,,179,,,,
306,Saint-Joseph,Saint-Joseph,Saint-Joseph,Saint-Joseph,,179,,,,
307,Saint-Louis,Saint-Louis,Saint-Louis,Saint-Louis,,179,,,,
308,Sainte-Anne,Sainte-Anne,Sainte-Anne,Sainte-Anne,,179,,,,
309,Salazie,Salazie,Salazie,Salazie,2111,179,,,,
310,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,St Gilles les Bains,,179,,,,
311,St. Denis,St. Denis,St. Denis,St. Denis,,179,,,51,3542
312,Akanin’ny Nofy,Akanin’ny Nofy,Akanin’ny Nofy,Akanin’ny Nofy,28,126,,,,
313,Antananarivo,Antananarivo,Antananarivo,Antananarivo,72,126,,,51,3541
314,Fort Dauphin,Fort Dauphin,Fort Dauphin,Fort Dauphin,681,126,,,51,119535
315,Ifaty,Ifaty,Ifaty,Ifaty,927,126,,,,
316,Masoala,Masoala,Masoala,Masoala,1424,126,,,,
317,Mitsio Archipel,Mitsio Archipel,Mitsio Archipel,Mitsio Archipel,1512,126,,,,
318,Nosy Be,Nosy Be,Nosy Be,Nosy Be,1703,126,,,51,24576
319,Ranohira,Ranohira,Ranohira,Ranohira,2027,126,,,,
320,Sainte Marie,Sainte Marie,Sainte Marie,Sainte Marie,2109,126,,,,
321,Cape Maclear,Cape Maclear,Cape Maclear,Cape Maclear,349,127,,80,,
322,Chinteche,Chinteche,Chinteche,Chinteche,416,127,,80,,
323,Likoma Island,Likoma Island,Likoma Island,Likoma Island,1266,127,,80,,
324,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,Liwonde Nationalpark,1284,127,,,,
325,Nankoma Island,Nankoma Island,Nankoma Island,Nankoma Island,1626,127,,80,,
326,Baa Atoll,Baa Atoll,Baa Atoll,Baa Atoll,,129,,,,
327,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,Haa Dhalu Atoll,,129,,,,
328,North Ari Atoll,North Ari Atoll,North Ari Atoll,North Ari Atoll,,129,,,,
329,North Male Atoll,North Male Atoll,North Male Atoll,North Male Atoll,,129,,,,
330,Noth Male Atoll,Noth Male Atoll,Noth Male Atoll,Noth Male Atoll,,129,,,,
331,Raa Atoll,Raa Atoll,Raa Atoll,Raa Atoll,,129,,,,
332,South Ari Atoll,South Ari Atoll,South Ari Atoll,South Ari Atoll,,129,,,,
333,Upper North Province,Upper North Province,Upper North Province,Upper North Province,,129,,,,
334,Anse La Raie,Anse La Raie,Anse La Raie,Anse La Raie,,135,,81,,
335,Bain Boeuf,Bain Boeuf,Bain Boeuf,Bain Boeuf,,135,,81,51,24577
336,Balaclava,Balaclava,Balaclava,Balaclava,,135,,81,,
337,Belle Mare,Belle Mare,Belle Mare,Belle Mare,,135,,83,,
338,Calodyne,Calodyne,Calodyne,Calodyne,,135,,81,,
339,"Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne","Case Noyale, Le Morne",,135,,84,,
340,Chamarel,Chamarel,Chamarel,Chamarel,,135,,84,,
341,Grand River South East,Grand River South East,Grand River South East,Grand River South East,,135,,83,,
342,Le Morne,Le Morne,Le Morne,Le Morne,,135,,84,,
343,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,Le Morne Peninsula,,135,,84,,
344,Mahebourg,Mahebourg,Mahebourg,Mahebourg,,135,,83,,
345,"Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses","Mont Choisy, Pamplemousses",,135,,81,,
346,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,Pointe aux Cannoniers,,135,,81,,
347,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,Pointe aux Canonniers,,135,,81,,
348,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,Pointe aux Piments,,135,,82,,
349,Poste de Flacq,Poste de Flacq,Poste de Flacq,Poste de Flacq,,135,,83,,
350,St. Felix (B10),St. Felix (B10),St. Felix (B10),St. Felix (B10),,135,,84,,
351,Trou d´Eau Douce,Trou d´Eau Douce,Trou d´Eau Douce,Trou d´Eau Douce,,135,,82,,
352,"Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac","Wolmar, Flic en Flac",,135,,85,,
353,"Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax","Wolmar, Flic en Flax",,135,,84,,
354,Mexico-City,Mexico-City,Mexico-City,Mexico-City,,137,,86,,
355,Playa del Carmen,Playa del Carmen,Playa del Carmen,Playa del Carmen,1889,137,,87,51,121955
356,"Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo","Xpu-Ha, Quintana Roo",,137,,87,,
357,Inhambane,Inhambane,Inhambane,Inhambane,937,145,,,,
358,Praia do Barra,Praia do Barra,Praia do Barra,Praia do Barra,,145,,,,
359,Praia do Tofo,Praia do Tofo,Praia do Tofo,Praia do Tofo,1949,145,,,,
360,"Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo","Santa Maria, Machangulo",,145,,,,
361,Vilanculos,Vilanculos,Vilanculos,Vilanculos,2543,145,,,51,8870
362,Aus,Aus,Aus,Aus,116,147,,94,,
363,Bagani,Bagani,Bagani,Bagani,,147,,95,,
364,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,Bwabwata Nationalpark,295,147,,95,,
365,Epupa Falls,Epupa Falls,Epupa Falls,Epupa Falls,,147,,88,,
366,Erongo,Erongo,Erongo,Erongo,,147,,94,,
367,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,Etosha Nationalpark,,147,,89,51,36781
368,"Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor","Etosha Nationalpark, Andersson Tor",,147,,89,,
369,"Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor","Etosha Nationalpark, Von Lindequist Tor",,147,,89,,
370,Fish River Canyon,Fish River Canyon,Fish River Canyon,Fish River Canyon,658,147,,90,51,3535
371,Grootfontein,Grootfontein,Grootfontein,Grootfontein,804,147,,94,,
372,"Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo","Kalimbeza, Katima Mulilo",,147,,95,,
373,Kalkrand,Kalkrand,Kalkrand,Kalkrand,1014,147,,91,,
374,Kamanjab,Kamanjab,Kamanjab,Kamanjab,1016,147,,88,,
375,Kaokoland,Kaokoland,Kaokoland,Kaokoland,,147,,88,,
376,Khorixas,Khorixas,Khorixas,Khorixas,1080,147,,88,,
377,Kongola,Kongola,Kongola,Kongola,1138,147,,95,,
378,Lüderitz,Lüderitz,Lüderitz,Lüderitz,1322,147,,92,,
379,Mariental,Mariental,Mariental,Mariental,1404,147,,91,,
380,NamibRand Nature Reserve,NamibRand Nature Reserve,NamibRand Nature Reserve,NamibRand Nature Reserve,,147,,93,,
381,Otjiwarongo,Otjiwarongo,Otjiwarongo,Otjiwarongo,1776,147,,94,,
382,Seeheim,Seeheim,Seeheim,Seeheim,,147,,90,,
383,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,Sinclair Nature Reserve,,147,,93,,
384,Skelettküste,Skelettküste,Skelettküste,Skelettküste,,147,,92,,
385,Solitaire,Solitaire,Solitaire,Solitaire,2257,147,,93,,
386,Sossusvlei,Sossusvlei,Sossusvlei,Sossusvlei,,147,,93,,
387,Swakopmund,Swakopmund,Swakopmund,Swakopmund,2332,147,,92,51,3534
388,Tirasberge,Tirasberge,Tirasberge,Tirasberge,2422,147,,93,,
389,Twyfelfontein,Twyfelfontein,Twyfelfontein,Twyfelfontein,2494,147,,88,,
390,Ugab River,Ugab River,Ugab River,Ugab River,,147,,88,,
391,Uhlenhorst,Uhlenhorst,Uhlenhorst,Uhlenhorst,,147,,91,,
392,Usakos,Usakos,Usakos,Usakos,2512,147,,94,,
393,Windhoek,Windhoek,Windhoek,Windhoek,2639,147,,94,51,3521
394,"Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek","Windhoek, Klein-Windhoek",,147,,94,,
395,Lifou,Lifou,Lifou,Lifou,1262,151,,,,
396,Nouméa,Nouméa,Nouméa,Nouméa,,151,,,51,3509
397,Ouvea,Ouvea,Ouvea,Ouvea,1784,151,,,,
398,Port Boise,Port Boise,Port Boise,Port Boise,1915,151,,,,
399,Tadine,Tadine,Tadine,Tadine,,151,,,,
400,Vao,Vao,Vao,Vao,,151,,,,
401,Abel Tasman National Park,Abel Tasman National Park,Abel Tasman National Park,Abel Tasman National Park,,152,,96,,
402,Akaroa,Akaroa,Akaroa,Akaroa,29,152,10,99,51,115255
403,Akaroa (Christchurch),Akaroa (Christchurch),Akaroa (Christchurch),Akaroa (Christchurch),,152,10,99,,
404,Auckland,Auckland,Auckland,Auckland,112,152,,,51,3345
405,Auckland Airport,Auckland Airport,Auckland Airport,Auckland Airport,,152,,,34,51477
406,Blenheim,Blenheim,Blenheim,Blenheim,225,152,10,102,51,3496
407,Catlins,Catlins,Catlins,Catlins,369,152,10,105,51,121803
408,Christchurch,Christchurch,Christchurch,Christchurch,424,152,10,99,51,3353
409,"Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago","Clyde, Central Otago",,152,10,105,,
410,Dunedin,Dunedin,Dunedin,Dunedin,582,152,10,105,51,21543
411,Fox Glacier,Fox Glacier,Fox Glacier,Fox Glacier,692,152,10,110,51,61036
412,Franz Josef,Franz Josef,Franz Josef,Franz Josef,,152,10,110,51,21544
413,Glenorchy,Glenorchy,Glenorchy,Glenorchy,750,152,10,105,,
414,Greymouth,Greymouth,Greymouth,Greymouth,802,152,10,110,51,122102
415,Havelock North,Havelock North,Havelock North,Havelock North,856,152,,101,,
416,Hokianga,Hokianga,Hokianga,Hokianga,,152,,104,,
417,Hokitika,Hokitika,Hokitika,Hokitika,888,152,10,110,34,57762
418,Kaikoura,Kaikoura,Kaikoura,Kaikoura,1006,152,10,99,51,121952
419,Kaiteriteri,Kaiteriteri,Kaiteriteri,Kaiteriteri,,152,10,96,,
420,Lake Tekapo,Lake Tekapo,Lake Tekapo,Lake Tekapo,1212,152,10,99,51,121951
421,Mangonui,Mangonui,Mangonui,Mangonui,,152,,104,,
