id,name_en-GB,name_de-DE,name_ch-DE,name_nl-NL,location_tour32,country_id,state_id,region_id,cid_primarix,id_primarix
147,Thredbo,Thredbo,Thredbo,Thredbo,2410,13,2,17,,
148,Townsville,Townsville,Townsville,Townsville,2451,13,4,19,51,3350
149,Trinity Beach,Trinity Beach,Trinity Beach,Trinity Beach,,13,4,26,,
150,Undara,Undara,Undara,Undara,2507,13,4,15,,
151,Victor Harbor,Victor Harbor,Victor Harbor,Victor Harbor,2538,13,5,20,,
152,"Wave Rock, Hyden","Wave Rock, Hyden","Wave Rock, Hyden","Wave Rock, Hyden",,13,8,24,,
153,Wilpena Pound,Wilpena Pound,Wilpena Pound,Wilpena Pound,,13,5,7,,
154,"Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River","Wilsons Promontory, Tidal River",,13,7,22,,
155,"Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie","Wilsons Promontory, Yanakie",,13,7,22,,
156,Hopkins,Hopkins,Hopkins,Hopkins,,22,,29,,
157,Indian Church,Indian Church,Indian Church,Indian Church,,22,,28,,
158,Colchani,Colchani,Colchani,Colchani,,26,,30,,
159,La Paz,La Paz,La Paz,La Paz,1176,26,,,51,3818
160,Madidi Nationalpark,Madidi Nationalpark,Madidi Nationalpark,Madidi Nationalpark,,26,,112,,
161,Sucre,Sucre,Sucre,Sucre,2318,26,,,51,101926
162,Uyuni,Uyuni,Uyuni,Uyuni,2518,26,,,51,119557
163,Central Kalahari,Central Kalahari,Central Kalahari,Central Kalahari,379,28,,33,,
164,Central Kalahari Game Reserve,Central Kalahari Game Reserve,Central Kalahari Game Reserve,Central Kalahari Game Reserve,,28,,33,,
165,Chobe Nationalpark,Chobe Nationalpark,Chobe Nationalpark,Chobe Nationalpark,423,28,,32,,
166,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,Chobe Nationalpark/Kasane,,28,,32,,
167,Kasane,Kasane,Kasane,Kasane,1041,28,,32,51,3522
168,Khwai,Khwai,Khwai,Khwai,1082,28,,34,,
169,Khwai Community Concession,Khwai Community Concession,Khwai Community Concession,Khwai Community Concession,,28,,34,,
170,Linyanti,Linyanti,Linyanti,Linyanti,1275,28,,35,,
171,Makgadikgadi Pans,Makgadikgadi Pans,Makgadikgadi Pans,Makgadikgadi Pans,1353,28,,36,,
172,Maun,Maun,Maun,Maun,1447,28,,40,51,3524
173,Moremi Game Reserve,Moremi Game Reserve,Moremi Game Reserve,Moremi Game Reserve,1549,28,,37,,
174,Okavango Delta,Okavango Delta,Okavango Delta,Okavango Delta,1734,28,,38,,
175,Savuti,Savuti,Savuti,Savuti,,28,,39,,
176,Savuti Kanal,Savuti Kanal,Savuti Kanal,Savuti Kanal,2194,28,,39,,
177,Tuli Block,Tuli Block,Tuli Block,Tuli Block,2483,28,,40,,
178,Buzios,Buzios,Buzios,Buzios,294,30,,44,,
179,Cuiaba,Cuiaba,Cuiaba,Cuiaba,503,30,,43,51,121470
180,Foz do Iguazu,Foz do Iguazu,Foz do Iguazu,Foz do Iguazu,693,30,,,,
181,"Foz do Iguazu, Parana","Foz do Iguazu, Parana","Foz do Iguazu, Parana","Foz do Iguazu, Parana",,30,,41,,
182,Miranda,Miranda,Miranda,Miranda,,30,,45,,
183,"Morro de São Paulo, Bahia","Morro de São Paulo, Bahia","Morro de São Paulo, Bahia","Morro de São Paulo, Bahia",,30,,45,,
184,Poconé,Poconé,Poconé,Poconé,,30,,43,,
185,Praia do Forte,Praia do Forte,Praia do Forte,Praia do Forte,1948,30,,,,
186,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,2052,30,,44,51,3825
187,Salvador da Bahia,Salvador da Bahia,Salvador da Bahia,Salvador da Bahia,2121,30,,,51,3826
188,"Ayllu de Quitor, San Pedro de Atacama","Ayllu de Quitor, San Pedro de Atacama","Ayllu de Quitor, San Pedro de Atacama","Ayllu de Quitor, San Pedro de Atacama",,43,,46,,
189,"Castro, Chiloe","Castro, Chiloe","Castro, Chiloe","Castro, Chiloe",,43,,,,
190,"Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso","Cerro Alegre, Valparaiso",,43,,48,,
191,Hanga Roa,Hanga Roa,Hanga Roa,Hanga Roa,,43,24,,,
192,"Los Muernos, Los Lagos","Los Muernos, Los Lagos","Los Muernos, Los Lagos","Los Muernos, Los Lagos",,43,,49,,
193,National Park Torres de Paine,National Park Torres de Paine,National Park Torres de Paine,National Park Torres de Paine,,43,,3,,
194,Nationalpark Torres del Paine,Nationalpark Torres del Paine,Nationalpark Torres del Paine,Nationalpark Torres del Paine,,43,,3,,
195,Osterinsel,Osterinsel,Osterinsel,Osterinsel,1772,43,,,51,3806
196,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,Patagonia National Park - Chacabuco Valley,,43,,,,
197,Puerto Natales,Puerto Natales,Puerto Natales,Puerto Natales,1975,43,,,51,60637
198,Puerto Varas,Puerto Varas,Puerto Varas,Puerto Varas,1979,43,,49,51,119582
199,Punta Arenas,Punta Arenas,Punta Arenas,Punta Arenas,1986,43,,3,51,3796
200,San Pedro de Atacama,San Pedro de Atacama,San Pedro de Atacama,San Pedro de Atacama,2150,43,,46,51,37120
201,Santiago de Chile,Santiago de Chile,Santiago de Chile,Santiago de Chile,2169,43,,48,51,3793
202,Valparaiso,Valparaiso,Valparaiso,Valparaiso,2523,43,,48,34,119574
203,"Hongkong, Kowloon","Hongkong, Kowloon","Hongkong, Kowloon","Hongkong, Kowloon",,44,,,,
204,Tsim Sha Tsui,Tsim Sha Tsui,Tsim Sha Tsui,Tsim Sha Tsui,,44,,,,
205,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,Tsimshatsui Kowloon Hong Kong,,44,,,,
206,Aitutaki,Aitutaki,Aitutaki,Aitutaki,25,50,,50,51,122100
207,Amuri,Amuri,Amuri,Amuri,,50,,50,,
208,Arorangi,Arorangi,Arorangi,Arorangi,,50,9,,,
209,Atiu,Atiu,Atiu,Atiu,107,50,,51,51,122103
210,Matavera District,Matavera District,Matavera District,Matavera District,,50,9,,,
211,Muri,Muri,Muri,Muri,,50,9,,,
212,Muri Beach,Muri Beach,Muri Beach,Muri Beach,,50,9,,,
213,Ootu Beach,Ootu Beach,Ootu Beach,Ootu Beach,,50,,50,,
214,Titikaveka,Titikaveka,Titikaveka,Titikaveka,,50,9,,,
215,"Titikaveka, Rarotonga","Titikaveka, Rarotonga","Titikaveka, Rarotonga","Titikaveka, Rarotonga",,50,9,,,
216,Vaimaanga,Vaimaanga,Vaimaanga,Vaimaanga,,50,9,,,
